,datetime,user,action,pc
118,2018-01-01 10:20:25.458438,usr-mgv,usb_remove,pc65
119,2018-01-01 10:21:00.067630,usr-gpq,usb_insert,pc26
120,2018-01-01 10:24:00.140745,usr-qvr,usb_remove,pc11
121,2018-01-01 10:24:15.909938,usr-qib,usb_insert,pc6
122,2018-01-01 10:24:36.194569,usr-biy,usb_remove,pc44
123,2018-01-01 10:24:39.510783,usr-qlr,usb_remove,pc5
124,2018-01-01 10:26:48.034193,usr-pjl,usb_insert,pc85
125,2018-01-01 10:33:10.680281,usr-qxc,usb_remove,pc61
126,2018-01-01 10:33:13.894175,usr-qhp,usb_remove,pc16
127,2018-01-01 10:33:23.114577,usr-ubi,usb_insert,pc30
128,2018-01-01 10:34:22.284876,usr-sdc,usb_insert,pc92
129,2018-01-01 10:36:39.656697,usr-rez,usb_insert,pc93
130,2018-01-01 10:38:39.144267,usr-nua,usb_remove,pc51
131,2018-01-01 10:39:12.311003,usr-sdc,usb_remove,pc92
132,2018-01-01 10:40:37.365154,usr-rez,usb_remove,pc93
133,2018-01-01 10:41:11.846436,usr-qib,usb_remove,pc6
134,2018-01-01 10:41:31.888900,usr-czc,usb_insert,pc94
135,2018-01-01 10:46:47.075617,usr-tca,usb_insert,pc76
136,2018-01-01 10:46:56.548450,usr-qpx,usb_insert,pc87
137,2018-01-01 10:49:23.814194,usr-ezl,usb_remove,pc86
138,2018-01-01 10:49:30.451646,usr-wli,usb_insert,pc58
139,2018-01-01 10:49:38.815166,usr-fxz,usb_remove,pc1
140,2018-01-01 10:50:38.511640,usr-aqd,usb_insert,pc70
141,2018-01-01 10:52:24.435745,usr-sdc,usb_remove,pc92
142,2018-01-01 10:52:31.449961,usr-wbh,usb_remove,pc55
143,2018-01-01 10:53:08.177800,usr-vko,usb_insert,pc97
144,2018-01-01 10:56:37.366857,usr-lvo,usb_insert,pc18
145,2018-01-01 11:02:47.310413,usr-qhp,usb_insert,pc16
146,2018-01-01 11:05:46.237474,usr-ihg,usb_insert,pc32
147,2018-01-01 11:05:53.069439,usr-gpq,usb_remove,pc26
148,2018-01-01 11:06:21.571849,usr-sdc,usb_insert,pc92
149,2018-01-01 11:09:44.068095,usr-qpx,usb_remove,pc87
150,2018-01-01 11:10:37.865855,usr-bll,usb_insert,pc34
151,2018-01-01 11:11:17.330888,usr-vko,usb_insert,pc97
152,2018-01-01 11:12:57.934560,usr-lok,usb_insert,pc7
153,2018-01-01 11:14:31.647478,usr-pjl,usb_remove,pc85
154,2018-01-01 11:17:16.781498,usr-aqd,usb_insert,pc70
155,2018-01-01 11:18:19.025833,usr-pog,usb_remove,pc75
156,2018-01-01 11:18:42.752131,usr-jit,usb_insert,pc2
157,2018-01-01 11:20:17.958728,usr-wda,usb_insert,pc83
158,2018-01-01 11:21:44.617597,usr-qhp,usb_remove,pc16
159,2018-01-01 11:22:15.843700,usr-sdc,usb_insert,pc92
160,2018-01-01 11:22:27.623130,usr-ylm,usb_insert,pc80
161,2018-01-01 11:23:04.228728,usr-jmh,usb_insert,pc89
162,2018-01-01 11:25:32.992122,usr-ylm,usb_remove,pc80
163,2018-01-01 11:26:15.624063,usr-sdc,usb_remove,pc92
164,2018-01-01 11:28:48.238641,usr-wli,usb_remove,pc58
165,2018-01-01 11:28:51.290631,usr-aqd,usb_remove,pc70
166,2018-01-01 11:29:09.081766,usr-ubi,usb_remove,pc30
167,2018-01-01 11:30:13.774499,usr-vko,usb_remove,pc97
168,2018-01-01 11:30:54.479575,usr-fxz,usb_insert,pc1
169,2018-01-01 11:31:11.820317,usr-ory,usb_insert,pc43
170,2018-01-01 11:31:19.210234,usr-kum,usb_insert,pc82
171,2018-01-01 11:31:38.305761,usr-wda,usb_remove,pc83
172,2018-01-01 11:33:04.284410,usr-aqd,usb_remove,pc70
173,2018-01-01 11:35:34.245300,usr-tca,usb_remove,pc76
174,2018-01-01 11:37:37.589691,usr-czc,usb_remove,pc94
175,2018-01-01 11:38:09.647113,usr-jmh,usb_remove,pc89
176,2018-01-01 11:41:06.232699,usr-mgv,usb_insert,pc65
177,2018-01-01 11:42:05.910811,usr-wda,usb_insert,pc83
178,2018-01-01 11:44:47.142492,usr-ory,usb_remove,pc43
179,2018-01-01 11:44:48.660052,usr-kum,usb_remove,pc82
180,2018-01-01 11:46:51.845318,usr-lvo,usb_remove,pc18
181,2018-01-01 11:49:04.672381,usr-kum,usb_insert,pc82
182,2018-01-01 11:49:45.676803,usr-vko,usb_remove,pc97
183,2018-01-01 11:51:41.579971,usr-sdc,usb_remove,pc92
184,2018-01-01 11:52:41.266498,usr-bll,usb_remove,pc34
185,2018-01-01 11:58:29.211791,usr-lof,usb_insert,pc14
186,2018-01-01 11:59:13.790737,usr-ihg,usb_remove,pc32
187,2018-01-01 12:01:05.911701,usr-qhp,usb_insert,pc16
188,2018-01-01 12:02:33.073833,usr-qas,usb_insert,pc67
189,2018-01-01 12:04:53.672127,usr-fxz,usb_remove,pc1
190,2018-01-01 12:05:33.033306,usr-qas,usb_insert,pc67
191,2018-01-01 12:05:54.888107,usr-lok,usb_remove,pc7
192,2018-01-01 12:07:01.470557,usr-hha,usb_insert,pc9
193,2018-01-01 12:10:26.916968,usr-qas,usb_remove,pc67
194,2018-01-01 12:10:52.854368,usr-kum,usb_remove,pc82
195,2018-01-01 12:12:41.645459,usr-ezl,usb_insert,pc86
196,2018-01-01 12:12:54.041739,usr-qlr,usb_insert,pc5
197,2018-01-01 12:13:33.519012,usr-jit,usb_insert,pc2
198,2018-01-01 12:13:44.481444,usr-jit,usb_remove,pc2
199,2018-01-01 12:18:21.969962,usr-jit,usb_remove,pc2
200,2018-01-01 12:20:45.633180,usr-jwl,usb_insert,pc71
201,2018-01-01 12:21:37.054191,usr-tca,usb_insert,pc76
202,2018-01-01 12:21:41.670172,usr-tiy,usb_insert,pc22
203,2018-01-01 12:23:21.900939,usr-mgv,usb_remove,pc65
204,2018-01-01 12:24:59.710334,usr-jjz,usb_insert,pc23
205,2018-01-01 12:25:49.995533,usr-bsv,usb_insert,pc3
206,2018-01-01 12:26:30.882522,usr-jmh,usb_insert,pc89
207,2018-01-01 12:29:04.237820,usr-kii,usb_insert,pc50
208,2018-01-01 12:31:22.751977,usr-biy,usb_insert,pc44
209,2018-01-01 12:34:01.013393,usr-hha,usb_remove,pc9
210,2018-01-01 12:34:25.309372,usr-ubi,usb_insert,pc30
211,2018-01-01 12:34:31.859254,usr-qhp,usb_remove,pc16
212,2018-01-01 12:35:51.884119,usr-qlr,usb_remove,pc5
213,2018-01-01 12:37:02.855384,usr-wbh,usb_insert,pc55
214,2018-01-01 12:37:48.273925,usr-wda,usb_remove,pc83
215,2018-01-01 12:39:11.687176,usr-ubi,usb_remove,pc30
216,2018-01-01 12:41:34.675310,usr-jjz,usb_remove,pc23
217,2018-01-01 12:41:35.773947,usr-tiy,usb_remove,pc22
218,2018-01-01 12:42:05.449136,usr-pqk,usb_insert,pc49
219,2018-01-01 12:43:13.085630,usr-kii,usb_remove,pc50
220,2018-01-01 12:46:41.847518,usr-jjz,usb_insert,pc23
221,2018-01-01 12:49:20.301715,usr-lof,usb_remove,pc14
222,2018-01-01 12:52:11.266292,usr-pqk,usb_remove,pc49
223,2018-01-01 12:56:11.088935,usr-lvo,usb_insert,pc18
224,2018-01-01 13:02:48.235763,usr-jmh,usb_remove,pc89
225,2018-01-01 13:03:38.390200,usr-qas,usb_remove,pc67
226,2018-01-01 13:04:16.127317,usr-evb,usb_insert,pc52
227,2018-01-01 13:05:43.222627,usr-jwl,usb_remove,pc71
228,2018-01-01 13:07:18.136150,usr-evb,usb_remove,pc52
229,2018-01-01 13:08:07.949208,usr-tca,usb_remove,pc76
230,2018-01-01 13:08:42.948366,usr-ezl,usb_remove,pc86
231,2018-01-01 13:11:17.659135,usr-nqs,usb_insert,pc68
232,2018-01-01 13:12:21.973756,usr-tca,usb_insert,pc76
233,2018-01-01 13:13:51.606507,usr-pqk,usb_insert,pc49
234,2018-01-01 13:14:00.198441,usr-mgv,usb_insert,pc65
235,2018-01-01 13:14:45.561333,usr-rez,usb_insert,pc93
236,2018-01-01 13:17:03.382700,usr-bsv,usb_remove,pc3
237,2018-01-01 13:18:26.782143,usr-pjl,usb_insert,pc85
238,2018-01-01 13:18:40.844658,usr-czc,usb_insert,pc94
239,2018-01-01 13:20:27.853122,usr-ezl,usb_insert,pc86
240,2018-01-01 13:22:57.010330,usr-ezl,usb_remove,pc86
241,2018-01-01 13:23:52.249665,usr-biy,usb_remove,pc44
242,2018-01-01 13:28:08.373204,usr-bsv,usb_insert,pc3
243,2018-01-01 13:29:51.876066,usr-ylm,usb_insert,pc80
244,2018-01-01 13:30:16.672960,usr-jmh,usb_insert,pc89
245,2018-01-01 13:35:28.447731,usr-wbh,usb_remove,pc55
246,2018-01-01 13:36:03.214498,usr-jjz,usb_remove,pc23
247,2018-01-01 13:39:09.439863,usr-qib,usb_insert,pc6
248,2018-01-01 13:39:10.136139,usr-ylm,usb_remove,pc80
249,2018-01-01 13:42:54.466683,usr-lvo,usb_insert,pc18
250,2018-01-01 13:43:19.859744,usr-pqk,usb_remove,pc49
251,2018-01-01 13:47:41.112263,usr-lvo,usb_remove,pc18
252,2018-01-01 13:49:40.406773,usr-tca,usb_remove,pc76
253,2018-01-01 13:49:40.732866,usr-bcc,usb_insert,pc0
254,2018-01-01 13:49:43.061776,usr-pjl,usb_remove,pc85
255,2018-01-01 13:54:23.125043,usr-tsn,usb_insert,pc25
256,2018-01-01 14:04:31.865553,usr-ylm,usb_insert,pc80
257,2018-01-01 14:04:42.253535,usr-rez,usb_remove,pc93
258,2018-01-01 14:05:07.021348,usr-nqs,usb_remove,pc68
259,2018-01-01 14:08:29.494027,usr-mgv,usb_remove,pc65
260,2018-01-01 14:08:59.361071,usr-sdc,usb_insert,pc92
261,2018-01-01 14:09:03.278706,usr-bsv,usb_remove,pc3
262,2018-01-01 14:10:59.114965,usr-qxc,usb_insert,pc61
263,2018-01-01 14:11:17.939574,usr-ylm,usb_remove,pc80
264,2018-01-01 14:12:52.351260,usr-ubi,usb_insert,pc30
265,2018-01-01 14:13:35.503321,usr-czc,usb_remove,pc94
266,2018-01-01 14:16:34.213391,usr-lvo,usb_remove,pc18
267,2018-01-01 14:18:58.261454,usr-tir,usb_insert,pc90
268,2018-01-01 14:20:22.319259,usr-jmh,usb_remove,pc89
269,2018-01-01 14:20:41.603835,usr-tir,usb_remove,pc90
270,2018-01-01 14:21:30.279647,usr-evb,usb_insert,pc52
271,2018-01-01 14:21:59.643899,usr-bcc,usb_remove,pc0
272,2018-01-01 14:24:59.138916,usr-qib,usb_remove,pc6
273,2018-01-01 14:26:13.499827,usr-tsn,usb_remove,pc25
274,2018-01-01 14:32:03.775324,usr-evb,usb_remove,pc52
275,2018-01-01 14:34:30.152017,usr-hha,usb_insert,pc9
276,2018-01-01 14:37:29.339755,usr-lof,usb_insert,pc14
277,2018-01-01 14:44:22.437399,usr-qxc,usb_remove,pc61
278,2018-01-01 14:44:55.613549,usr-nqs,usb_insert,pc68
279,2018-01-01 14:49:43.004307,usr-hha,usb_remove,pc9
280,2018-01-01 14:50:54.504238,usr-lok,usb_insert,pc7
281,2018-01-01 14:50:56.358226,usr-jmh,usb_insert,pc96
282,2018-01-01 14:52:13.305338,usr-sdc,usb_remove,pc92
283,2018-01-01 14:52:20.668874,usr-lof,usb_remove,pc14
284,2018-01-01 14:54:14.393922,usr-qib,usb_insert,pc6
285,2018-01-01 14:57:34.140393,usr-hha,usb_insert,pc9
286,2018-01-01 14:57:59.661079,usr-ubi,usb_remove,pc30
287,2018-01-01 14:59:22.137134,usr-qvr,usb_insert,pc11
288,2018-01-01 15:05:00.824645,usr-bsv,usb_insert,pc3
289,2018-01-01 15:06:33.606998,usr-hcv,usb_insert,pc46
290,2018-01-01 15:09:39.736996,usr-qib,usb_remove,pc6
291,2018-01-01 15:12:24.652833,usr-gpq,usb_insert,pc26
292,2018-01-01 15:13:28.097933,usr-biy,usb_insert,pc44
293,2018-01-01 15:19:21.711488,usr-aqd,usb_insert,pc70
294,2018-01-01 15:21:18.974827,usr-hha,usb_remove,pc9
295,2018-01-01 15:21:36.856576,usr-nqs,usb_remove,pc68
296,2018-01-01 15:22:26.623865,usr-jmh,usb_remove,pc96
297,2018-01-01 15:25:57.443763,usr-hcv,usb_insert,pc46
298,2018-01-01 15:26:17.498847,usr-tiy,usb_insert,pc22
299,2018-01-01 15:36:10.994518,usr-aqd,usb_remove,pc70
300,2018-01-01 15:36:53.055749,usr-hcv,usb_remove,pc46
301,2018-01-01 15:40:00.977314,usr-bsv,usb_remove,pc3
302,2018-01-01 15:42:45.008325,usr-qvr,usb_remove,pc11
303,2018-01-01 15:46:02.878892,usr-hcv,usb_remove,pc46
304,2018-01-01 15:46:44.065252,usr-lok,usb_remove,pc7
305,2018-01-01 15:46:56.808936,usr-ynd,usb_insert,pc99
306,2018-01-01 15:51:06.291977,usr-gpq,usb_insert,pc26
307,2018-01-01 15:52:02.291419,usr-kii,usb_insert,pc50
308,2018-01-01 15:52:52.594240,usr-vwc,usb_insert,pc91
309,2018-01-01 15:54:30.455023,usr-ory,usb_insert,pc43
310,2018-01-01 15:56:09.022115,usr-sdc,usb_insert,pc92
311,2018-01-01 15:56:31.128135,usr-fxz,usb_insert,pc1
312,2018-01-01 15:58:23.699010,usr-tiy,usb_remove,pc22
313,2018-01-01 15:58:43.493520,usr-gpq,usb_remove,pc26
314,2018-01-01 16:00:16.904294,usr-ory,usb_remove,pc43
315,2018-01-01 16:02:58.945424,usr-aqd,usb_insert,pc70
316,2018-01-01 16:05:06.951282,usr-pog,usb_insert,pc75
317,2018-01-01 16:05:51.894997,usr-fxz,usb_remove,pc1
318,2018-01-01 16:06:29.495962,usr-biy,usb_remove,pc44
319,2018-01-01 16:08:09.942708,usr-nua,usb_insert,pc51
320,2018-01-01 16:15:24.075895,usr-rez,usb_insert,pc93
321,2018-01-01 16:18:22.382600,usr-tsn,usb_insert,pc25
322,2018-01-01 16:20:02.358049,usr-jmh,usb_insert,pc96
323,2018-01-01 16:21:14.281102,usr-tsn,usb_insert,pc25
324,2018-01-01 16:21:47.677650,usr-fxz,usb_insert,pc1
325,2018-01-01 16:25:29.960381,usr-kii,usb_remove,pc50
326,2018-01-01 16:26:26.978520,usr-nua,usb_remove,pc51
327,2018-01-01 16:26:55.534441,usr-rez,usb_remove,pc93
328,2018-01-01 16:29:19.265475,usr-sdc,usb_remove,pc92
329,2018-01-01 16:33:27.865147,usr-pog,usb_remove,pc75
330,2018-01-01 16:34:20.247169,usr-sdc,usb_insert,pc92
331,2018-01-01 16:35:36.703002,usr-tsn,usb_remove,pc25
332,2018-01-01 16:35:57.244775,usr-vwc,usb_remove,pc91
333,2018-01-01 16:39:59.392500,usr-gpq,usb_remove,pc26
334,2018-01-01 16:40:49.212158,usr-jmh,usb_remove,pc96
335,2018-01-01 16:42:55.780552,usr-fxz,usb_remove,pc1
336,2018-01-01 16:43:09.672692,usr-ynd,usb_remove,pc99
337,2018-01-01 16:44:01.345771,usr-ylz,usb_insert,pc13
338,2018-01-01 16:46:39.717922,usr-jwl,usb_insert,pc71
339,2018-01-01 16:48:05.139770,usr-jwl,usb_remove,pc71
340,2018-01-01 16:49:15.069366,usr-wli,usb_insert,pc58
341,2018-01-01 16:52:51.313732,usr-tsn,usb_remove,pc25
342,2018-01-01 16:59:00.542859,usr-aqd,usb_remove,pc70
343,2018-01-01 16:59:01.267161,usr-wli,usb_remove,pc58
344,2018-01-01 17:02:07.371226,usr-ubi,usb_insert,pc30
345,2018-01-01 17:09:10.884139,usr-ylz,usb_insert,pc13
346,2018-01-01 17:09:51.121400,usr-vwc,usb_insert,pc91
347,2018-01-01 17:13:06.593723,usr-sdc,usb_remove,pc92
348,2018-01-01 17:23:09.958190,usr-ylz,usb_remove,pc13
349,2018-01-01 17:26:13.541864,usr-kii,usb_insert,pc50
350,2018-01-01 17:33:25.923671,usr-kii,usb_insert,pc50
351,2018-01-01 17:33:34.040814,usr-ylz,usb_remove,pc13
352,2018-01-01 17:43:36.940111,usr-bcc,usb_insert,pc0
353,2018-01-01 17:47:09.447049,usr-ubi,usb_remove,pc30
354,2018-01-01 17:53:28.373580,usr-vwc,usb_remove,pc91
355,2018-01-01 18:06:10.178073,usr-kii,usb_remove,pc50
356,2018-01-01 18:10:53.414442,usr-bcc,usb_remove,pc0
357,2018-01-01 18:12:01.451043,usr-rez,usb_insert,pc93
358,2018-01-01 18:27:55.232811,usr-gpq,usb_insert,pc26
359,2018-01-01 18:30:55.610525,usr-kii,usb_remove,pc50
360,2018-01-01 18:33:45.843409,usr-gpq,usb_remove,pc26
361,2018-01-01 18:50:24.837148,usr-rez,usb_remove,pc93
362,2018-01-01 18:55:23.436595,usr-jwl,usb_insert,pc71
363,2018-01-01 19:09:48.196849,usr-jwl,usb_insert,pc71
364,2018-01-01 19:12:06.244106,usr-sdc,usb_insert,pc92
365,2018-01-01 19:14:16.856469,usr-sdc,usb_remove,pc92
366,2018-01-01 19:17:04.878226,usr-tir,usb_insert,pc90
367,2018-01-01 19:22:05.043336,usr-jwl,usb_remove,pc71
368,2018-01-01 19:34:20.453923,usr-jwl,usb_remove,pc71
369,2018-01-01 19:57:00.438336,usr-bcc,usb_insert,pc0
370,2018-01-01 20:06:09.980917,usr-biy,usb_insert,pc44
371,2018-01-01 20:15:37.281429,usr-tir,usb_remove,pc90
372,2018-01-01 20:16:30.872497,usr-biy,usb_remove,pc44
373,2018-01-01 20:43:15.156044,usr-tsn,usb_insert,pc25
374,2018-01-01 20:56:20.586702,usr-bcc,usb_remove,pc0
375,2018-01-01 20:56:36.798129,usr-tsn,usb_remove,pc25
376,2018-01-01 21:01:41.888769,usr-rez,usb_insert,pc93
377,2018-01-01 21:15:42.942525,usr-rez,usb_remove,pc93
378,2018-01-01 21:19:31.979503,usr-biy,usb_insert,pc44
379,2018-01-01 21:37:36.208030,usr-rez,usb_insert,pc93
380,2018-01-01 21:44:10.956449,usr-rez,usb_insert,pc93
381,2018-01-01 21:48:05.665820,usr-tsn,usb_insert,pc25
382,2018-01-01 21:51:33.897188,usr-biy,usb_remove,pc44
383,2018-01-01 22:19:11.818680,usr-rez,usb_remove,pc93
384,2018-01-01 22:27:08.155508,usr-tsn,usb_remove,pc25
385,2018-01-01 22:27:21.334262,usr-tsn,usb_insert,pc25
386,2018-01-01 22:31:45.031691,usr-rez,usb_remove,pc93
387,2018-01-01 22:41:04.668211,usr-tsn,usb_insert,pc25
388,2018-01-01 23:15:17.226788,usr-tsn,usb_remove,pc25
389,2018-01-01 23:25:55.416573,usr-tsn,usb_remove,pc25
390,2018-01-02 04:36:41.046905,usr-ynd,usb_insert,pc99
391,2018-01-02 04:44:49.845589,usr-biy,usb_insert,pc44
392,2018-01-02 05:09:18.530201,usr-ynd,usb_remove,pc99
393,2018-01-02 05:12:24.316450,usr-biy,usb_remove,pc44
394,2018-01-02 05:20:26.820271,usr-ihg,usb_insert,pc32
395,2018-01-02 05:27:18.350468,usr-tiy,usb_insert,pc22
396,2018-01-02 05:30:58.487113,usr-tiy,usb_remove,pc22
397,2018-01-02 05:47:52.352343,usr-tir,usb_insert,pc90
398,2018-01-02 05:57:17.859158,usr-ihg,usb_remove,pc32
399,2018-01-02 06:09:02.052183,usr-bcc,usb_insert,pc0
400,2018-01-02 06:15:30.458440,usr-tir,usb_remove,pc90
401,2018-01-02 06:18:30.841777,usr-czc,usb_insert,pc94
402,2018-01-02 06:25:57.628394,usr-czc,usb_remove,pc94
