,datetime,user,action,pc
200,2018-01-02 00:17:49,usr-fxf,login,pc38
201,2018-01-02 01:00:19,usr-tux,login,pc41
202,2018-01-02 01:13:47,usr-mwx,login,pc15
203,2018-01-02 01:43:05,usr-twe,login,pc45
204,2018-01-02 01:46:20,usr-eqs,login,pc48
205,2018-01-02 03:12:25,usr-cab,login,pc36
206,2018-01-02 03:32:40,usr-rxo,login,pc20
207,2018-01-02 03:43:45,usr-ozn,login,pc12
208,2018-01-02 03:44:44,usr-daf,login,pc62
209,2018-01-02 04:00:28,usr-hkw,login,pc21
210,2018-01-02 04:01:15,usr-ynd,login,pc99
211,2018-01-02 04:04:57,usr-gyv,login,pc73
212,2018-01-02 04:13:59,usr-uhq,login,pc54
213,2018-01-02 04:20:31,usr-biy,login,pc44
214,2018-01-02 04:28:02,usr-num,login,pc4
215,2018-01-02 04:42:49,usr-zob,login,pc74
216,2018-01-02 04:43:32,usr-htz,login,pc57
217,2018-01-02 04:43:49,usr-kxa,login,pc28
218,2018-01-02 04:50:47,usr-dao,login,pc47
219,2018-01-02 04:51:07,usr-nqf,login,pc8
220,2018-01-02 04:57:27,usr-bcc,login,pc0
221,2018-01-02 05:01:54,usr-tir,login,pc90
222,2018-01-02 05:08:51,usr-lvo,login,pc18
223,2018-01-02 05:13:30,usr-kum,login,pc82
224,2018-01-02 05:17:41,usr-ihg,login,pc32
225,2018-01-02 05:20:49,usr-tiy,login,pc22
226,2018-01-02 05:27:07,usr-qib,login,pc6
227,2018-01-02 05:27:20,usr-lof,login,pc14
228,2018-01-02 05:29:40,usr-qlr,login,pc5
229,2018-01-02 05:31:39,usr-lok,login,pc7
230,2018-01-02 05:34:25,usr-bnw,login,pc33
231,2018-01-02 05:56:03,usr-pjl,login,pc85
232,2018-01-02 05:58:56,usr-jwl,login,pc71
233,2018-01-02 06:00:41,usr-vdy,login,pc31
234,2018-01-02 06:01:38,usr-dvz,login,pc69
235,2018-01-02 06:01:56,usr-qrq,login,pc24
236,2018-01-02 06:02:07,usr-czc,login,pc94
237,2018-01-02 06:06:10,usr-gxz,login,pc66
238,2018-01-02 06:06:10,usr-sdc,login,pc92
239,2018-01-02 06:08:03,usr-znp,login,pc88
240,2018-01-02 06:09:01,usr-gpq,login,pc26
241,2018-01-02 06:10:26,usr-pog,login,pc75
242,2018-01-02 06:16:13,usr-qpx,login,pc87
243,2018-01-02 06:20:44,usr-pyb,login,pc84
244,2018-01-02 06:27:33,usr-vtc,login,pc27
245,2018-01-02 06:28:03,usr-feq,login,pc10
246,2018-01-02 06:32:05,usr-ols,login,pc19
247,2018-01-02 06:37:10,usr-ylm,login,pc80
248,2018-01-02 06:39:55,usr-mgv,login,pc65
249,2018-01-02 06:42:57,usr-tsn,login,pc25
250,2018-01-02 06:58:22,usr-rez,login,pc93
251,2018-01-02 07:18:04,usr-pqq,login,pc17
252,2018-01-02 08:00:12,usr-bsv,login,pc3
253,2018-01-02 08:01:37,usr-ezl,login,pc86
254,2018-01-02 08:24:06,usr-jmh,login,pc89
255,2018-01-02 08:51:31,usr-qvr,login,pc11
256,2018-01-02 08:54:20,usr-tca,login,pc76
257,2018-01-02 08:57:04,usr-qxc,login,pc61
258,2018-01-02 09:00:19,usr-jkp,login,pc42
259,2018-01-02 09:00:22,usr-bmn,login,pc60
260,2018-01-02 09:00:52,usr-vko,login,pc97
261,2018-01-02 09:04:29,usr-jde,login,pc98
262,2018-01-02 09:05:26,usr-wbh,login,pc55
263,2018-01-02 09:08:17,usr-fxz,login,pc1
264,2018-01-02 09:10:10,usr-wda,login,pc83
265,2018-01-02 09:11:02,usr-qhp,login,pc16
266,2018-01-02 09:18:11,usr-wli,login,pc58
267,2018-01-02 09:20:38,usr-ylz,login,pc13
268,2018-01-02 09:21:22,usr-vwc,login,pc91
269,2018-01-02 09:21:26,usr-ljx,login,pc77
270,2018-01-02 09:23:35,usr-nqs,login,pc68
271,2018-01-02 09:23:54,usr-evb,login,pc52
272,2018-01-02 09:25:42,usr-jit,login,pc2
273,2018-01-02 09:25:57,usr-vac,login,pc35
274,2018-01-02 09:26:27,usr-iqy,login,pc59
275,2018-01-02 09:27:29,usr-ory,login,pc43
276,2018-01-02 09:33:03,usr-jjz,login,pc23
277,2018-01-02 09:33:03,usr-qas,login,pc67
278,2018-01-02 09:34:34,usr-gxd,login,pc29
279,2018-01-02 09:35:42,usr-pqk,login,pc49
280,2018-01-02 09:37:58,usr-hha,login,pc9
281,2018-01-02 09:39:49,usr-idd,login,pc81
282,2018-01-02 09:40:24,usr-oci,login,pc56
283,2018-01-02 09:44:26,usr-hcv,login,pc46
284,2018-01-02 09:44:58,usr-ali,login,pc37
285,2018-01-02 09:45:00,usr-ubi,login,pc30
286,2018-01-02 09:48:11,usr-eff,login,pc53
287,2018-01-02 09:48:42,usr-kii,login,pc50
288,2018-01-02 09:49:25,usr-ams,login,pc39
289,2018-01-02 09:52:31,usr-jmh,login,pc96
290,2018-01-02 09:54:14,usr-bll,login,pc34
291,2018-01-02 09:54:35,usr-vnd,login,pc72
292,2018-01-02 09:56:30,usr-heb,login,pc40
293,2018-01-02 09:56:53,usr-lmw,login,pc79
294,2018-01-02 09:57:59,usr-ypg,login,pc78
295,2018-01-02 09:58:45,usr-aqd,login,pc70
296,2018-01-02 09:59:09,usr-nua,login,pc51
297,2018-01-02 09:59:49,usr-vzu,login,pc95
298,2018-01-02 11:14:16,usr-ooj,login,pc64
299,2018-01-02 12:09:06,usr-dga,login,pc63
300,2018-01-02 14:07:05,usr-evb,logoff,pc52
301,2018-01-02 14:16:24,usr-ezl,logoff,pc86
302,2018-01-02 14:37:26,usr-qxc,logoff,pc61
303,2018-01-02 14:37:42,usr-bnw,logoff,pc33
304,2018-01-02 14:42:58,usr-pqk,logoff,pc49
305,2018-01-02 14:50:45,usr-pyb,logoff,pc84
306,2018-01-02 14:50:51,usr-jmh,logoff,pc89
307,2018-01-02 15:01:24,usr-wbh,logoff,pc55
308,2018-01-02 15:04:39,usr-kxa,logoff,pc28
309,2018-01-02 15:05:58,usr-ihg,logoff,pc32
310,2018-01-02 15:06:45,usr-mgv,logoff,pc65
311,2018-01-02 15:10:19,usr-vtc,logoff,pc27
312,2018-01-02 15:11:58,usr-hha,logoff,pc9
313,2018-01-02 15:12:36,usr-bll,logoff,pc34
314,2018-01-02 15:15:26,usr-bmn,logoff,pc60
315,2018-01-02 15:25:09,usr-qpx,logoff,pc87
316,2018-01-02 15:27:24,usr-jit,logoff,pc2
317,2018-01-02 15:30:12,usr-vko,logoff,pc97
318,2018-01-02 15:34:10,usr-tux,logoff,pc41
319,2018-01-02 15:34:57,usr-bsv,logoff,pc3
320,2018-01-02 15:36:39,usr-tiy,logoff,pc22
321,2018-01-02 15:39:05,usr-qhp,logoff,pc16
322,2018-01-02 15:44:32,usr-tca,logoff,pc76
323,2018-01-02 15:44:42,usr-qvr,logoff,pc11
324,2018-01-02 15:51:18,usr-ylm,logoff,pc80
325,2018-01-02 15:51:30,usr-nqs,logoff,pc68
326,2018-01-02 15:54:41,usr-lvo,logoff,pc18
327,2018-01-02 16:02:16,usr-pjl,logoff,pc85
328,2018-01-02 16:07:19,usr-czc,logoff,pc94
329,2018-01-02 16:08:21,usr-cab,logoff,pc36
330,2018-01-02 16:08:40,usr-lok,logoff,pc7
331,2018-01-02 16:12:12,usr-lof,logoff,pc14
332,2018-01-02 16:14:41,usr-qib,logoff,pc6
333,2018-01-02 16:21:39,usr-kum,logoff,pc82
334,2018-01-02 16:42:20,usr-hkw,logoff,pc21
335,2018-01-02 16:43:53,usr-znp,logoff,pc88
336,2018-01-02 16:46:00,usr-pog,logoff,pc75
337,2018-01-02 16:51:54,usr-qlr,logoff,pc5
338,2018-01-02 16:54:17,usr-uhq,logoff,pc54
339,2018-01-02 17:00:18,usr-kii,logoff,pc50
340,2018-01-02 17:05:01,usr-num,logoff,pc4
341,2018-01-02 17:05:24,usr-aqd,logoff,pc70
342,2018-01-02 17:06:30,usr-wli,logoff,pc58
343,2018-01-02 17:08:30,usr-wda,logoff,pc83
344,2018-01-02 17:10:04,usr-vac,logoff,pc35
345,2018-01-02 17:10:25,usr-fxz,logoff,pc1
346,2018-01-02 17:17:37,usr-ali,logoff,pc37
347,2018-01-02 17:19:48,usr-jmh,logoff,pc96
348,2018-01-02 17:20:18,usr-dao,logoff,pc47
349,2018-01-02 17:20:59,usr-oci,logoff,pc56
350,2018-01-02 17:22:28,usr-vnd,logoff,pc72
351,2018-01-02 17:22:44,usr-ols,logoff,pc19
352,2018-01-02 17:23:07,usr-ams,logoff,pc39
353,2018-01-02 17:27:23,usr-jkp,logoff,pc42
354,2018-01-02 17:27:48,usr-vwc,logoff,pc91
355,2018-01-02 17:30:30,usr-ubi,logoff,pc30
356,2018-01-02 17:30:36,usr-ory,logoff,pc43
357,2018-01-02 17:32:33,usr-gxd,logoff,pc29
358,2018-01-02 17:33:38,usr-nua,logoff,pc51
359,2018-01-02 17:34:28,usr-vzu,logoff,pc95
360,2018-01-02 17:36:32,usr-heb,logoff,pc40
361,2018-01-02 17:41:34,usr-ljx,logoff,pc77
362,2018-01-02 17:43:45,usr-qas,logoff,pc67
363,2018-01-02 17:49:46,usr-jjz,logoff,pc23
364,2018-01-02 17:52:28,usr-idd,logoff,pc81
365,2018-01-02 17:52:45,usr-ypg,logoff,pc78
366,2018-01-02 17:54:53,usr-iqy,logoff,pc59
367,2018-01-02 17:57:29,usr-hcv,logoff,pc46
368,2018-01-02 17:58:49,usr-eff,logoff,pc53
369,2018-01-02 17:59:48,usr-ylz,logoff,pc13
370,2018-01-02 18:41:09,usr-ynd,logoff,pc99
371,2018-01-02 19:00:09,usr-rxo,logoff,pc20
372,2018-01-02 19:08:19,usr-dvz,logoff,pc69
373,2018-01-02 19:30:28,usr-zob,logoff,pc74
374,2018-01-02 19:45:57,usr-ozn,logoff,pc12
375,2018-01-02 20:16:18,usr-fxf,logoff,pc38
376,2018-01-02 20:37:22,usr-twe,logoff,pc45
377,2018-01-02 20:46:37,usr-ooj,logoff,pc64
378,2018-01-02 21:35:06,usr-gxz,logoff,pc66
379,2018-01-02 21:48:53,usr-tsn,logoff,pc25
380,2018-01-02 22:00:05,usr-nqf,logoff,pc8
381,2018-01-02 22:04:34,usr-dga,logoff,pc63
382,2018-01-02 22:10:54,usr-bcc,logoff,pc0
383,2018-01-02 22:19:07,usr-rez,logoff,pc93
384,2018-01-02 22:26:11,usr-biy,logoff,pc44
385,2018-01-02 22:50:55,usr-sdc,logoff,pc92
386,2018-01-02 22:56:35,usr-mwx,logoff,pc15
387,2018-01-02 22:56:52,usr-feq,logoff,pc10
388,2018-01-02 23:05:36,usr-tir,logoff,pc90
389,2018-01-02 23:13:23,usr-gpq,logoff,pc26
390,2018-01-02 23:17:48,usr-daf,logoff,pc62
391,2018-01-02 23:21:43,usr-lmw,logoff,pc79
392,2018-01-02 23:24:49,usr-htz,logoff,pc57
393,2018-01-02 23:33:11,usr-pqq,logoff,pc17
394,2018-01-02 23:37:19,usr-jwl,logoff,pc71
395,2018-01-02 23:54:12,usr-qrq,logoff,pc24
396,2018-01-02 23:56:27,usr-jde,logoff,pc98
397,2018-01-02 23:57:52,usr-gyv,logoff,pc73
398,2018-01-02 23:58:50,usr-eqs,logoff,pc48
399,2018-01-02 23:59:25,usr-vdy,logoff,pc31
400,2018-01-03 00:08:07,usr-lmw,login,pc79
401,2018-01-03 00:12:35,usr-ols,login,pc19
402,2018-01-03 00:27:12,usr-vdy,login,pc31
403,2018-01-03 00:49:27,usr-vtc,login,pc27
404,2018-01-03 01:36:04,usr-twe,login,pc45
405,2018-01-03 02:10:33,usr-eqs,login,pc48
406,2018-01-03 02:28:28,usr-dao,login,pc47
407,2018-01-03 02:39:10,usr-dvz,login,pc69
408,2018-01-03 02:48:57,usr-gyv,login,pc73
409,2018-01-03 02:50:46,usr-daf,login,pc62
410,2018-01-03 02:54:18,usr-pyb,login,pc84
411,2018-01-03 03:04:31,usr-pqq,login,pc17
412,2018-01-03 03:41:28,usr-num,login,pc4
413,2018-01-03 03:55:13,usr-htz,login,pc57
414,2018-01-03 04:04:01,usr-lok,login,pc7
415,2018-01-03 04:08:13,usr-gxz,login,pc66
416,2018-01-03 04:34:01,usr-ozn,login,pc12
417,2018-01-03 04:37:00,usr-kxa,login,pc28
418,2018-01-03 04:43:56,usr-tsn,login,pc25
419,2018-01-03 04:45:35,usr-lof,login,pc14
420,2018-01-03 04:49:32,usr-tiy,login,pc22
421,2018-01-03 04:59:29,usr-biy,login,pc44
422,2018-01-03 05:03:44,usr-qlr,login,pc5
423,2018-01-03 05:10:53,usr-ooj,login,pc64
424,2018-01-03 05:27:50,usr-pjl,login,pc85
425,2018-01-03 05:30:59,usr-tir,login,pc90
426,2018-01-03 05:31:24,usr-jwl,login,pc71
427,2018-01-03 05:35:14,usr-zob,login,pc74
428,2018-01-03 05:36:28,usr-qib,login,pc6
429,2018-01-03 05:36:41,usr-tux,login,pc41
430,2018-01-03 05:49:31,usr-nqf,login,pc8
431,2018-01-03 05:50:27,usr-gpq,login,pc26
432,2018-01-03 05:52:23,usr-sdc,login,pc92
433,2018-01-03 05:57:55,usr-ihg,login,pc32
434,2018-01-03 06:03:54,usr-ynd,login,pc99
435,2018-01-03 06:04:49,usr-pog,login,pc75
436,2018-01-03 06:08:27,usr-rez,login,pc93
437,2018-01-03 06:14:53,usr-bcc,login,pc0
438,2018-01-03 06:14:58,usr-mgv,login,pc65
439,2018-01-03 06:19:18,usr-qpx,login,pc87
440,2018-01-03 06:19:19,usr-feq,login,pc10
441,2018-01-03 06:23:41,usr-lvo,login,pc18
442,2018-01-03 06:24:24,usr-cab,login,pc36
443,2018-01-03 06:25:13,usr-kum,login,pc82
444,2018-01-03 06:31:28,usr-czc,login,pc94
445,2018-01-03 06:42:37,usr-znp,login,pc88
446,2018-01-03 06:59:12,usr-ylm,login,pc80
447,2018-01-03 06:59:18,usr-uhq,login,pc54
448,2018-01-03 07:20:29,usr-hkw,login,pc21
449,2018-01-03 07:35:02,usr-fxf,login,pc38
450,2018-01-03 07:58:58,usr-bnw,login,pc33
451,2018-01-03 08:09:26,usr-ezl,login,pc86
452,2018-01-03 08:12:15,usr-qhp,login,pc16
453,2018-01-03 08:17:06,usr-jit,login,pc2
454,2018-01-03 08:25:11,usr-qrq,login,pc24
455,2018-01-03 08:29:24,usr-pqk,login,pc49
456,2018-01-03 08:31:03,usr-tca,login,pc76
457,2018-01-03 08:36:33,usr-vko,login,pc97
458,2018-01-03 08:44:06,usr-qvr,login,pc11
459,2018-01-03 08:55:49,usr-evb,login,pc52
460,2018-01-03 09:01:27,usr-ory,login,pc43
461,2018-01-03 09:01:29,usr-vnd,login,pc72
462,2018-01-03 09:01:29,usr-ypg,login,pc78
463,2018-01-03 09:02:05,usr-ljx,login,pc77
464,2018-01-03 09:08:05,usr-gxd,login,pc29
465,2018-01-03 09:11:39,usr-wda,login,pc83
466,2018-01-03 09:12:12,usr-hcv,login,pc46
467,2018-01-03 09:15:18,usr-vwc,login,pc91
468,2018-01-03 09:18:39,usr-qas,login,pc67
469,2018-01-03 09:21:31,usr-eff,login,pc53
470,2018-01-03 09:23:12,usr-kii,login,pc50
471,2018-01-03 09:26:09,usr-iqy,login,pc59
472,2018-01-03 09:26:34,usr-ubi,login,pc30
473,2018-01-03 09:26:53,usr-bll,login,pc34
474,2018-01-03 09:30:17,usr-ali,login,pc37
475,2018-01-03 09:33:38,usr-jmh,login,pc89
476,2018-01-03 09:34:26,usr-oci,login,pc56
477,2018-01-03 09:35:31,usr-jjz,login,pc23
478,2018-01-03 09:35:46,usr-jkp,login,pc42
479,2018-01-03 09:37:11,usr-vac,login,pc35
480,2018-01-03 09:38:15,usr-hha,login,pc9
481,2018-01-03 09:38:59,usr-jmh,login,pc96
482,2018-01-03 09:39:21,usr-wli,login,pc58
483,2018-01-03 09:39:43,usr-wbh,login,pc55
484,2018-01-03 09:44:44,usr-heb,login,pc40
485,2018-01-03 09:44:45,usr-nua,login,pc51
486,2018-01-03 09:45:11,usr-aqd,login,pc70
487,2018-01-03 09:45:52,usr-idd,login,pc81
488,2018-01-03 09:48:28,usr-fxz,login,pc1
489,2018-01-03 09:48:48,usr-bmn,login,pc60
490,2018-01-03 09:52:14,usr-ylz,login,pc13
491,2018-01-03 09:52:49,usr-vzu,login,pc95
